Id,SalePrice
1461,123851.68870060395
1462,152634.47383892664
1463,188353.5511101309
1464,193415.1747847848
1465,182913.3537436474
1466,172464.2098465798
1467,166481.67168589658
1468,161527.1620468077
1469,179023.49439713807
1470,124112.1581548801
1471,191625.4920382392
1472,96920.8553299864
1473,100481.4942561622
1474,149742.3703235875
1475,115200.57810086873
1476,358636.0882818227
1477,235036.50908143885
1478,287927.25545133837
1479,293102.40167420165
1480,552372.4260026449
1481,327010.3206646282
1482,198349.68591480626
1483,175652.7462073403
1484,167862.9677095687
1485,175155.052002608
1486,190156.80716371478
1487,341113.76578706596
1488,234457.42659928132
1489,195353.97187337698
1490,251911.4133048498
1491,192063.1612207234
1492,87137.13235816419
1493,181465.29830647502
1494,285774.95395623293
1495,283044.82211517834
1496,246112.05336958886
1497,180982.91544408363
1498,166657.05059042553
1499,159918.73389867478
1500,160605.77880038484
1501,184228.08491015132
1502,149024.7100827138
1503,270786.9466738283
1504,233961.65843840275
1505,231001.68507782446
1506,193447.39574754605
1507,249656.13773849385
1508,203941.35463484254
1509,163066.79816513555
1510,152613.65336029854
1511,161833.24125234643
1512,181289.62320965735
1513,149036.6623421924
1514,149025.8512981804
1515,213602.80713837134
1516,150957.65615371524
1517,161663.90807433712
1518,141451.68821156948
1519,219887.70425976586
1520,133727.45268903702
1521,136986.60489127768
1522,183117.52174539966
1523,115905.23731378952
1524,121648.2170559346
1525,126528.90674799544
1526,114707.4446421906
1527,111552.39537430642
1528,127912.61337312305
1529,152379.00156048127
1530,177992.780915328
1531,120225.06271835072
1532,98385.97316774691
1533,145544.0964179784
1534,117616.6051650184
1535,156966.63157459046
1536,111224.24029737059
1537,82133.35487247293
1538,131889.45397298667
1539,183306.58728908672
1540,83738.67066557672
1541,141424.99614125112
1542,141722.24878812066
1543,191044.7717560769
1544,83040.34634512546
1545,109031.01471335546
1546,129690.2655195836
1547,130288.37387437189
1548,129127.17780065307
1549,125358.34592314814
1550,142124.45780842224
1551,113873.06271081424
1552,153238.59808914186
1553,153473.4084192787
1554,112053.00575842959
1555,175280.10801076874
1556,80708.79433480308
1557,111788.28327532881
1558,97650.41818991251
1559,84660.46472181415
1560,139400.13435765245
1561,132350.00343808415
1562,131339.83497284542
1563,126658.54154918053
1564,166029.66387442272
1565,155705.48326934123
1566,231377.99789878368
1567,77358.64240210546
1568,237235.73967413188
1569,135759.1375667483
1570,137556.05662220152
1571,125822.46697618987
1572,147556.0520603611
1573,243887.48672269465
1574,121086.58548709168
1575,242821.70775256437
1576,254045.99429369468
1577,183718.1203146387
1578,144770.36012943674
1579,143242.47854594683
1580,186819.30778430903
1581,152459.07934123915
1582,123320.08610307034
1583,312670.32521355146
1584,230145.25717977498
1585,143007.22459608119
1586,74527.08431510784
1587,105965.83544576957
1588,157051.00937519458
1589,95967.27153118947
1590,129064.56809335973
1591,103274.52984488607
1592,113459.65625081427
1593,122226.22502656016
1594,122414.63399146165
1595,130437.35321428246
1596,228779.02193126272
1597,186885.58349409932
1598,197959.8276158322
1599,164607.69976093085
1600,165028.01213351052
1601,78367.67306309342
1602,119664.33934514233
1603,84207.91951404222
1604,270910.92204887955
1605,244845.07883934246
1606,164385.6058016144
1607,171134.19818599214
1608,218811.85685483465
1609,179861.4063005959
1610,142928.8358802029
1611,135112.78510595916
