Id,SalePrice
1461,122026.59426053768
1462,157682.0123736
1463,188275.2176557832
1464,197853.79995837455
1465,195799.5342584564
1466,168397.93126832007
1467,179745.89361426598
1468,159464.96716231407
1469,193425.1234674941
1470,121424.10203919579
1471,190752.77232696078
1472,98862.39666494237
1473,97263.19861746122
1474,147061.80048707538
1475,109617.39056331397
1476,356763.5522842515
1477,239554.86181895345
1478,283269.36656972836
1479,278186.0848898477
1480,486626.9526976664
1481,327601.28060849395
1482,207989.2971318694
1483,177568.64354076522
1484,162114.90085471826
1485,185098.44769489518
1486,192374.09440563008
1487,327754.1314460986
1488,234530.7927727139
1489,191876.41098285868
1490,246890.78868154364
1491,192798.37065829098
1492,88016.27490452825
1493,182188.37934798893
1494,288344.48843854433
1495,293019.73897572863
1496,235509.864562044
1497,182959.17736338612
1498,167050.64256909565
1499,160312.21694229767
1500,159493.06533853384
1501,184820.59512276622
1502,146548.35618845868
1503,277398.4746275364
1504,245025.9770743987
1505,225206.98706669646
1506,188347.89741115185
1507,254141.22632203053
1508,211692.19552492508
1509,160715.96660826457
1510,150075.78097450043
1511,157138.29543845952
1512,180423.48515350142
1513,159030.23106410375
1514,141314.07854695836
1515,201502.53619004812
1516,151312.3823401635
1517,167248.26953629084
1518,130865.22346016532
1519,220248.79759870117
1520,132901.68362797768
1521,137447.39134372698
1522,183786.88039900578
1523,116211.93908033136
1524,131447.77841150275
1525,122797.55701387355
1526,112048.80663185136
1527,109591.40076448685
1528,134711.75870674633
1529,157495.1316823963
1530,183489.30723450665
1531,119383.10633540104
1532,90597.27865758816
1533,151743.95506915322
1534,124622.62672669839
1535,155538.81380485004
1536,111503.27995202574
1537,83738.56693230131
1538,144020.85557212384
1539,209247.114155442
1540,90771.87415667124
1541,139374.10592959344
1542,144063.17648577486
1543,184242.27328776024
1544,83568.63822850076
1545,108613.63251999003
1546,133331.5430908258
1547,127075.57446737347
1548,130559.12307076165
1549,122564.00221303356
1550,137641.01367783293
1551,103007.54048966695
1552,143167.70542622305
1553,149330.93307886875
1554,110527.26724223087
1555,176837.87881103007
1556,84213.61918091022
1557,109764.3475432235
1558,99826.43254069999
1559,77795.24187581895
1560,134302.9930453766
