Id,SalePrice
1461,122870.41827873878
1462,158471.69545926873
1463,184310.36264425347
1464,201791.53019134377
1465,201117.7666101519
1466,171041.40274656794
1467,182064.3327038763
1468,161524.1787157979
1469,184696.9145827481
1470,124245.29111425605
1471,201548.48805457284
1472,103528.78675699906
1473,99930.07497998247
1474,150185.95780856162
1475,115054.54125292858
1476,366390.73636956036
1477,242265.05889646162
1478,271343.8564548396
1479,267706.6381381781
1480,531101.9473021504
1481,323058.4178040634
1482,201407.0228453409
1483,174778.71933867564
1484,163059.02813697586
1485,182907.66059483102
1486,195943.10149910554
1487,325779.0502747257
1488,239850.92719830354
1489,192836.43990352546
1490,239976.89236628346
1491,190573.83778565214
1492,84889.7986491384
1493,167184.75657268503
1494,286229.791919777
1495,296411.0205487305
1496,235427.29323730172
1497,182461.24689667768
1498,164271.51699891084
1499,161535.9083094066
1500,158855.1324204474
1501,177567.96816011594
1502,155057.75603731596
1503,276467.99967996706
1504,251337.88315192587
1505,231181.103789858
1506,193934.05229169835
1507,262608.0966781982
1508,205005.8665064523
1509,159707.21953167545
1510,153131.79194156
1511,160924.9642209787
1512,189010.18505423443
1513,156526.6349298029
1514,149255.90556132604
1515,205301.06099569486
1516,146671.8878912941
1517,161700.23051024406
1518,134973.17354449877
1519,224663.25108154523
1520,134060.90343842667
1521,136855.04553971643
1522,185399.98646286762
1523,115860.48593501134
1524,124822.24332777396
1525,124319.1862685248
1526,111807.83147599
1527,106651.69070453063
1528,135593.81314135622
1529,156486.45164501667
1530,183747.50832810675
1531,115571.7918089938
1532,94262.19270354338
1533,152526.0733711925
1534,121656.00598579834
1535,155200.71524022016
1536,108401.5462654438
1537,84912.18553016426
1538,139185.05139686825
1539,198270.58598975808
1540,83489.2427580686
1541,137491.86225534356
1542,142650.66763547043
1543,182854.99607234178
1544,85423.53213423402
1545,112367.62216505145
1546,133266.28724805318
1547,122260.7128371761
1548,130334.63091866928
1549,129422.86950134338
1550,139526.72000355375
1551,104095.15923868876
1552,142435.88702658348
