Id,SalePrice
1461,118893.69524996325
1462,158509.3626650235
1463,186500.83423276318
1464,196298.88423862754
1465,195524.1296225566
1466,169447.66644518502
1467,178173.7717334467
1468,159970.75453577502
1469,192889.99804412358
1470,121084.6044168779
1471,194030.07301889383
1472,98059.82796712895
1473,97210.58361551385
1474,148386.2136155001
1475,109119.92777148908
1476,361503.70026205207
1477,240807.69070267212
1478,280506.40220142825
1479,275319.15393608704
1480,504123.30637984734
1481,332860.3703320734
1482,209046.06710436367
1483,178110.3156666268
1484,164742.16285307973
1485,185107.3236011748
1486,194399.43912837477
1487,326935.32495505887
1488,229034.6559078239
1489,193186.96584410436
1490,239437.66192275172
1491,195875.25987130534
1492,91212.31530188059
1493,181728.16504257574
1494,283980.559345407
1495,288343.50152942014
1496,237339.167704044
1497,183081.24999578606
1498,169326.24793631822
1499,160031.27709080078
1500,158145.81637376882
1501,181999.8359167516
1502,146105.12448888482
1503,277099.5950122819
1504,244900.03424921512
1505,225179.84131246293
1506,192733.89429491246
1507,260327.83707173442
1508,211608.31851319064
1509,157587.39919529125
1510,150049.12385667476
1511,159055.2724560338
1512,183749.60597669255
1513,145172.11621269057
1514,146766.1039430161
1515,198714.3033536551
1516,150979.53274772526
1517,169809.67551606524
1518,131900.7023907045
1519,217781.94385309183
1520,131608.7928025187
1521,133161.7703819769
1522,178032.8777498706
1523,116054.90875845317
1524,125582.8190590251
1525,123193.98384846754
1526,116373.57344002566
1527,110328.67688181564
1528,130368.68652142293
1529,153575.17786709574
1530,188038.65328032576
1531,123878.76832296564
1532,92229.29796386616
1533,156323.13993490773
1534,122935.3833567565
1535,158242.00125545534
1536,112364.93676847733
1537,88654.55688157554
1538,147345.93277806597
1539,198258.79722527933
1540,91170.76905963114
1541,139676.83023883012
1542,146498.7096034884
1543,189687.4469139482
1544,87516.50338246829
1545,111956.73753000429
1546,134736.6802751673
1547,128261.70200213279
1548,131210.26872107293
1549,123035.16252550964
1550,137899.97169338708
