Id,SalePrice
1461,121742.1781825591
1462,151294.03532707872
1463,184647.33148274478
1464,203108.33937069177
1465,190542.1065643731
1466,171156.10317697347
1467,173332.715921357
1468,163527.85303440018
1469,174703.03978560396
1470,124294.45035414737
1471,192422.2991910594
1472,100881.68632660368
1473,98132.83735713227
1474,143773.54005604493
1475,112426.76150966923
1476,364665.6265732104
1477,252874.3542233064
1478,280125.3828857183
1479,271980.9173678939
1480,546183.9019347129
1481,317580.2891519289
1482,202113.15366168544
1483,176864.24334501784
1484,159866.77858031026
1485,187007.74692511602
1486,194725.25225838737
1487,335870.87755679927
1488,238902.25418116618
1489,201053.1466039129
1490,247538.6828621081
1491,193126.6720501781
1492,85165.20862068523
1493,174906.57817823192
1494,281087.03536468896
1495,287765.90042089485
1496,234739.59747080423
1497,176366.49332326907
1498,172937.32858320622
1499,159359.54988235916
1500,157793.56661197665
1501,178960.37001831952
1502,149514.39736248166
1503,278064.54364253563
1504,248884.69768234278
1505,229289.67992015168
1506,193528.746803446
1507,248244.99060069185
1508,201831.01440502127
1509,158103.8510686558
1510,153622.2743610705
1511,172812.4410514143
1512,182439.43539645366
1513,149014.61297161347
1514,170841.03684110823
1515,203908.61363319156
1516,145007.0093872448
1517,163173.5079518368
1518,129090.64847385116
1519,222386.6128466471
1520,132325.072301501
1521,134617.59824715927
1522,181003.24141193097
1523,116428.54666627989
1524,128801.17986237937
1525,129264.48700484529
1526,107469.45197791293
1527,109605.13786345194
1528,139029.61929865635
1529,159398.19454999207
1530,192778.64417668842
1531,109921.90014178846
1532,92804.11659524622
1533,150244.8874813872
1534,118843.01912551236
1535,155414.58333084438
1536,109781.52734414618
1537,79022.93849379511
1538,134648.01848851942
1539,194540.38226202683
1540,79159.19309127037
1541,142626.63258968954
1542,147990.83007105684
1543,187405.37087392836
1544,90981.36993736662
1545,117925.11696742938
1546,139755.0768792382
1547,130441.59087109742
1548,137901.4842690854
1549,138325.84956565773
1550,139111.34119568332
1551,104386.99981324044
1552,146367.5248270456
1553,152379.3230407828
1554,116764.14227316483
1555,177255.76323862612
1556,85590.16697906538
1557,111807.60881172233
1558,100962.648492027
1559,77128.04009579014
1560,132739.2595381085
1561,116630.71609419052
1562,137962.54597079917
1563,126743.44317149562
1564,165754.4765361278
1565,151978.20085330494
