Id,SalePrice
1461,121152.68958155031
1462,154866.2087452677
1463,190305.61074124993
1464,197078.20503774824
1465,186660.13282017535
1466,165978.34095286592
1467,175274.95580387005
1468,158555.33445150335
1469,185876.77744953093
1470,119378.6360833575
1471,182561.8556116924
1472,95352.51571614749
1473,98942.89399757165
1474,141826.88667195395
1475,107378.63649767188
1476,350704.5891426218
1477,247565.31386566558
1478,288862.91244743904
1479,279188.66100443597
1480,498804.43838161824
1481,320856.918196177
1482,208764.97458633466
1483,179129.59738742476
1484,162349.67431585435
1485,188163.3363771604
1486,191457.69761601923
1487,328051.76947510586
1488,236748.8772489145
1489,199066.73815475366
1490,255548.6182227506
1491,192894.37432484844
1492,86749.18051371431
1493,193730.03213167618
1494,287489.8389692002
1495,286276.3484485127
1496,240105.2169512927
1497,174885.08046267167
1498,168988.76877405154
1499,157875.3431654675
1500,157355.71057714103
1501,188842.02869585343
1502,140209.63834587447
1503,269808.05216404574
1504,243069.6382819611
1505,224076.431259443
1506,188447.18835942555
1507,245236.65552918924
1508,207206.85466939255
1509,158870.12186568408
1510,150963.64209012053
1511,165322.3635246725
1512,176661.89648200362
1513,151682.13400794394
1514,155888.99339107415
1515,200603.86069812163
1516,149280.0730831442
1517,167673.06977866072
1518,127402.25448207218
1519,219039.79147116098
1520,129613.17650371879
1521,135832.26719744474
1522,179692.6252513883
1523,114971.13854209178
1524,128196.47812923665
1525,124979.85962383871
1526,107624.47706316659
1527,111561.42550825204
1528,134412.97888652794
1529,157026.9012784483
1530,188083.5447400848
1531,113584.39960030455
1532,89194.10871779131
1533,149025.34113770767
1534,124096.50421369291
1535,155812.3933159241
1536,112366.1654308145
1537,75922.03446195785
1538,139498.95196990494
1539,201568.65888347605
1540,88458.81159092106
1541,142247.1621562221
1542,150879.1715576014
1543,184069.00181260242
1544,85057.44762350152
1545,110916.16070717122
1546,131226.86561331616
1547,133157.82171428186
1548,133374.55746336785
1549,128083.40776965817
1550,139087.42841042185
1551,102997.66407640355
1552,145366.62885606958
1553,151070.6866864084
1554,109053.2415445789
1555,178782.61918848963
1556,83973.97620258259
1557,106289.98997783964
1558,96672.77714805353
1559,85536.42122866999
1560,127781.82507789438
1561,118396.98825611299
1562,136049.64341410587
1563,127366.29245480338
1564,163917.97361081844
1565,149109.44268763685
1566,238569.3148676489
1567,74993.43045390547
1568,246958.04724104816
1569,137236.76785280253
1570,141461.05151422851
1571,125866.16200633791
1572,148791.693086064
1573,241256.13277002148
